Symbol,Name,Market Cap,Country,Sector,Industry
AHL^C,Aspen Insurance Holdings Limited 5.95% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Shares,,Bermuda,,
AHL^D,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,,Bermuda,,
AHL^E,Aspen Insurance Holdings Limited Depositary Shares each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares,,Bermuda,,
AHPA,Avista Public Acquisition Corp. II Class A Ordinary Shares,292387500.00,United States,,
AHPAU,Avista Public Acquisition Corp. II Unit,0.00,United States,,
AHPAW,Avista Public Acquisition Corp. II Warrant,0.00,United States,,
AHPI,Allied Healthcare Products Inc. Common Stock,7344773.00,United States,Health Care,Industrial Specialties
AHRN,Ahren Acquisition Corp. Class A Ordinary Shares,374997500.00,Cayman Islands,,
AHRNW,Ahren Acquisition Corp. Warrants,0.00,Cayman Islands,,
AHT,Ashford Hospitality Trust Inc Common Stock,337549997.00,United States,Real Estate,Real Estate Investment Trusts
AHT^D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,,United States,,
AHT^F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,,United States,,
AHT^G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,,United States,,
AHT^H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,,United States,,
AHT^I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,,United States,,
AI,C3.ai Inc. Class A Common Stock,1554748270.00,,Technology,Computer Software: Prepackaged Software
AIBBU,AIB Acquisition Corporation Unit,0.00,United States,,
AIC,Arlington Asset Investment Corp 6.750% Notes due 2025,0.00,United States,Real Estate,Real Estate Investment Trusts
AIF,Apollo Tactical Income Fund Inc. Common Stock,185428813.00,,Finance,Finance Companies
AIG,American International Group Inc. New Common Stock,45152563719.00,United States,Finance,Life Insurance
AIG^A,American International Group Inc. Depositary Shares Each Representing a 1/1000th Interest in a Share of Series A 5.85% Non-Cumulative Perpetual Preferred Stock,,United States,,
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,61893377.00,China,Health Care,Medical Specialities
AIHS,Senmiao Technology Limited Common Stock,35901101.00,China,Finance,Finance: Consumer Services
AIKI,AIkido Pharma Inc. Common Stock,30254717.00,United States,Health Care, Medicinal Chemicals and Botanical Products 
AIM,AIM ImmunoTech Inc. Common Stock,26354168.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AIMAU,Aimfinity Investment Corp. I Unit,0.00,United States,,
AIMAW,Aimfinity Investment Corp. I Warrant,0.00,United States,,
AIMBU,Aimfinity Investment Corp. I Subunit,0.00,United States,,
AIMC,Altra Industrial Motion Corp. Common Stock,2414343090.00,United States,Industrials,Industrial Machinery/Components
AIMD,Ainos Inc. Common Stock,,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AIN,Albany International Corporation Common Stock,2702700000.00,United States,Consumer Discretionary,Textiles
AINC,Ashford Inc. (Holding Company) Common Stock,52673142.00,United States,Finance,Investment Managers
AIO,Virtus Artificial Intelligence & Technology Opportunities Fund Common Shares of Beneficial Interest,591351538.00,,Finance,Finance/Investors Services
AIP,Arteris Inc. Common Stock,223254791.00,United States,Technology,Semiconductors
AIR,AAR Corp. Common Stock,1507685684.00,United States,Industrials,Aerospace
AIRC,Apartment Income REIT Corp. Common Stock,6456688837.00,,Real Estate,Real Estate Investment Trusts
AIRG,Airgain Inc. Common Stock,73362499.00,United States,Technology,Radio And Television Broadcasting And Communications Equipment
AIRI,Air Industries Group Common Stock,22499090.00,United States,Industrials,Military/Government/Technical
AIRS,AirSculpt Technologies Inc. Common Stock,480174529.00,United States,Health Care,Hospital/Nursing Management
AIRT,Air T Inc. Common Stock,51595524.00,United States,Consumer Discretionary,Air Freight/Delivery Services
AIRTP,Air T Inc. Air T Funding Alpha Income Trust Preferred Securities,0.00,United States,Consumer Discretionary,Air Freight/Delivery Services
AIT,Applied Industrial Technologies Inc. Common Stock,4035092736.00,United States,Industrials,Industrial Machinery/Components
AIU,Meta Data Limited ADS,14902431.00,,Consumer Discretionary,Service to the Health Industry
AIV,Apartment Investment and Management Company Common Stock,1337505690.00,United States,Real Estate,Real Estate Investment Trusts
AIZ,Assurant Inc. Common Stock,8594118735.00,United States,Finance,Specialty Insurers
AIZN,Assurant Inc. 5.25% Subordinated Notes due 2061,0.00,United States,Finance,Accident &Health Insurance
AJG,Arthur J. Gallagher & Co. Common Stock,37910971960.00,United States,Finance,Specialty Insurers
AJRD,Aerojet Rocketdyne Holdings Inc. Common Stock,3447262143.00,United States,Industrials,Military/Government/Technical
AJX,Great Ajax Corp. Common Stock,207264048.00,United States,Real Estate,Real Estate Investment Trusts
AJXA,Great Ajax Corp. 7.25% Convertible Senior Notes due 2024,0.00,United States,Real Estate,Real Estate Investment Trusts
AKA,a.k.a. Brands Holding Corp. Common Stock,258596419.00,,Consumer Discretionary,Department/Specialty Retail Stores
AKAM,Akamai Technologies Inc. Common Stock,14148536334.00,United States,Consumer Discretionary,Business Services
AKAN,Akanda Corp. Common Shares,21489296.00,United Kingdom,,
AKBA,Akebia Therapeutics Inc. Common Stock,69742569.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AKIC,Sports Ventures Acquisition Corp. Class A Ordinary Shares,291747200.00,United States,Finance,Business Services
AKICU,Sports Ventures Acquisition Corp. Unit,0.00,United States,Finance,Business Services
AKICW,Sports Ventures Acquisition Corp. Warrant,0.00,United States,Finance,Business Services
AKLI,Akili Inc. Common Stock,,United States,Technology,Computer Software: Prepackaged Software
AKO/A,Embotelladora Andina S.A.,,Chile,,
AKO/B,Embotelladora Andina S.A.,,Chile,,
AKR,Acadia Realty Trust Common Stock,1505827299.00,United States,Real Estate,Real Estate Investment Trusts
AKRO,Akero Therapeutics Inc. Common Stock,475735529.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
AKTS,Akoustis Technologies Inc. Common Stock,229447472.00,United States,Utilities,Telecommunications Equipment
AKTX,Akari Therapeutics plc ADS,67361309.00,United Kingdom,Health Care,Biotechnology: Pharmaceutical Preparations
AKU,Akumin Inc. Common Shares,106524650.00,United States,,
AKUS,Akouos Inc. Common Stock,124307900.00,United States,Health Care, Medicinal Chemicals and Botanical Products 
AKYA,Akoya BioSciences Inc. Common Stock,454081824.00,United States,Industrials,Medical Specialities
AL,Air Lease Corporation Class A Common Stock,4009746556.00,United States,Consumer Discretionary,Diversified Commercial Services
AL^A,Air Lease Corporation 6.150% Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock Series A,,United States,,
ALB,Albemarle Corporation Common Stock,30435246397.00,United States,Industrials,Industrial Specialties
ALBO,Albireo Pharma Inc. Common Stock,336516924.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALC,Alcon Inc. Ordinary Shares,32497667710.00,Switzerland,Health Care,Ophthalmic Goods
ALCC,AltC Acquisition Corp. Class A Common Stock,621753875.00,,Industrials,Consumer Electronics/Appliances
ALCO,Alico Inc. Common Stock,253420331.00,United States,,
ALDX,Aldeyra Therapeutics Inc. Common Stock,404612348.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALE,Allete Inc.,3422747869.00,United States,Utilities,Power Generation
ALEC,Alector Inc. Common Stock,861139604.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALEX,Alexander & Baldwin Inc. Common Stock REIT Holding Company,1357669200.00,United States,Real Estate,Real Estate Investment Trusts
ALF,ALFI Inc. Common Stock,18348165.00,United States,Technology,EDP Services
ALFIW,ALFI Inc. Warrant,0.00,United States,Technology,EDP Services
ALG,Alamo Group Inc. Common Stock,1535724568.00,United States,Industrials,Industrial Machinery/Components
ALGM,Allegro MicroSystems Inc. Common Stock,4197673788.00,United States,Technology,Semiconductors
ALGN,Align Technology Inc. Common Stock,19268744297.00,United States,Health Care,Industrial Specialties
ALGS,Aligos Therapeutics Inc. Common Stock,52088138.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALGT,Allegiant Travel Company Common Stock,1730739077.00,United States,Consumer Discretionary,Air Freight/Delivery Services
ALHC,Alignment Healthcare Inc. Common Stock,2773271623.00,United States,Health Care,Medical Specialities
ALIM,Alimera Sciences Inc. Common Stock,46141109.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALIT,Alight Inc. Class A Common Stock,3545017182.00,,Technology,EDP Services
ALJJ,ALJ Regional Holdings Inc. Common Stock,65309598.00,United States,Consumer Discretionary,Business Services
ALK,Alaska Air Group Inc. Common Stock,5529258332.00,United States,Consumer Discretionary,Air Freight/Delivery Services
ALKS,Alkermes plc Ordinary Shares,4022991203.00,Ireland,Health Care,Biotechnology: Pharmaceutical Preparations
ALKT,Alkami Technology Inc. Common Stock,1279240667.00,United States,Technology,EDP Services
ALL,Allstate Corporation (The) Common Stock,33404934597.00,United States,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,,United States,,
ALL^G,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series G,,United States,,
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,,United States,,
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,,United States,,
ALLE,Allegion plc Ordinary Shares,8331808859.00,United States,Consumer Discretionary,Diversified Commercial Services
ALLG,Allego N.V. Ordinary Share,1034842770.00,,,
ALLK,Allakos Inc. Common Stock,253617116.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALLO,Allogene Therapeutics Inc. Common Stock,2039124459.00,United States,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLR,Allarity Therapeutics Inc. Common Stock,9933126.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALLT,Allot Ltd. Ordinary Shares,163436649.00,Israel,Telecommunications,Telecommunications Equipment
ALLY,Ally Financial Inc. Common Stock,10224810890.00,United States,Finance,Diversified Financial Services
ALNA,Allena Pharmaceuticals Inc. Common Stock,11278825.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,24821145697.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALOR,ALSP Orchid Acquisition Corporation I Class A Ordinary Share,226123650.00,United States,,
ALOT,AstroNova Inc. Common Stock,86138310.00,United States,Technology,Computer peripheral equipment
ALP^Q,Alabama Power Company 5.00% Class A Preferred Stock Cumulative Par Value $1 Per Share (Stated Capital $25 Per Share),,United States,,
ALPA,Alpha Healthcare Acquisition Corp. III Class A Common Stock,192550167.00,United States,Industrials,Consumer Electronics/Appliances
ALPAU,Alpha Healthcare Acquisition Corp. III Units,0.00,United States,Industrials,Consumer Electronics/Appliances
ALPN,Alpine Immune Sciences Inc. Common Stock,240504704.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALPP,Alpine 4 Holdings Inc. Class A Common Stock,144539537.00,United States,Industrials,Consumer Electronics/Appliances
ALR,AlerisLife Inc. Common Stock,36945266.00,United States,Health Care,Hospital/Nursing Management
ALRM,Alarm.com Holdings Inc. Common Stock,3321288134.00,United States,Technology,Computer Software: Prepackaged Software
ALRN,Aileron Therapeutics Inc. Common Stock,15885047.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALRS,Alerus Financial Corporation Common Stock,465485921.00,United States,Finance,Commercial Banks
ALSA,Alpha Star Acquisition Corporation Ordinary Shares,147344100.00,United States,,
ALSAR,Alpha Star Acquisition Corporation Rights,0.00,United States,,
ALSAU,Alpha Star Acquisition Corporation Units,0.00,United States,,
ALSAW,Alpha Star Acquisition Corporation Warrants,0.00,United States,,
ALSN,Allison Transmission Holdings Inc. Common Stock,3508886953.00,United States,Consumer Discretionary,Auto Parts:O.E.M.
ALT,Altimmune Inc. Common Stock,968545813.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALTG,Alta Equipment Group Inc. Class A Common Stock,386527438.00,,Consumer Discretionary,Engineering & Construction
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),,,,
ALTO,Alto Ingredients Inc. Common Stock,298526530.00,United States,Industrials,Industrial Specialties
ALTR,Altair Engineering Inc. Class A Common Stock,3881599587.00,United States,Technology,Computer Software: Prepackaged Software
ALTU,Altitude Acquisition Corp. Class A Common Stock,374996250.00,United States,Industrials,Consumer Electronics/Appliances
ALTUU,Altitude Acquisition Corp. Unit,0.00,United States,Industrials,Consumer Electronics/Appliances
ALTUW,Altitude Acquisition Corp. Warrant,0.00,United States,Industrials,Consumer Electronics/Appliances
ALV,Autoliv Inc. Common Stock,6583889000.00,Sweden,Consumer Discretionary,Auto Parts:O.E.M.
ALVO,Alvotech Ordinary Shares,1879790258.00,Luxembourg,Health Care,Biotechnology: Pharmaceutical Preparations
ALVOW,Alvotech Warrant,0.00,Luxembourg,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVR,AlloVir Inc. Common Stock,479420703.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALX,Alexander's Inc. Common Stock,1166862546.00,United States,Real Estate,Real Estate Investment Trusts
ALXO,ALX Oncology Holdings Inc. Common Stock,542683833.00,United States,Health Care,Biotechnology: Pharmaceutical Preparations
ALYA,Alithya Group inc. Class A Subordinate Voting Shares,197386806.00,Canada,,
ALZN,Alzamend Neuro Inc. Common Stock,90707701.00,United States,Health Care, Medicinal Chemicals and Botanical Products 
AM,Antero Midstream Corporation Common Stock,4765232241.00,United States,Utilities,Natural Gas Distribution
